Sentence,Tags
Combining this information with previously published mapping information suggests that BRCA1 is contained in a region estimated at 1 - 1 .,"(('Combining', 'O'), ('this', 'O'), ('information', 'O'), ('with', 'O'), ('previously', 'O'), ('published', 'O'), ('mapping', 'O'), ('information', 'O'), ('suggests', 'O'), ('that', 'O'), ('BRCA1', 'O'), ('is', 'O'), ('contained', 'O'), ('in', 'O'), ('a', 'O'), ('region', 'O'), ('estimated', 'O'), ('at', 'O'), ('1', 'O'), ('-', 'O'), ('1', 'O'), ('.', 'O'))"
5 Mb in length .,"(('5', 'O'), ('Mb', 'O'), ('in', 'O'), ('length', 'O'), ('.', 'O'))"
All seven breast tumour / blood pairs examined from this family show loss of heterozygosity in the tumours .,"(('All', 'O'), ('seven', 'O'), ('breast', 'B'), ('tumour', 'I'), ('/', 'O'), ('blood', 'O'), ('pairs', 'O'), ('examined', 'O'), ('from', 'O'), ('this', 'O'), ('family', 'O'), ('show', 'O'), ('loss', 'O'), ('of', 'O'), ('heterozygosity', 'O'), ('in', 'O'), ('the', 'O'), ('tumours', 'B'), ('.', 'O'))"
The allel retained in each tumour was from the disease - bearing chromosome implicating BRCA1 as a tumour suppressor gene .,"(('The', 'O'), ('allel', 'O'), ('retained', 'O'), ('in', 'O'), ('each', 'O'), ('tumour', 'B'), ('was', 'O'), ('from', 'O'), ('the', 'O'), ('disease', 'O'), ('-', 'O'), ('bearing', 'O'), ('chromosome', 'O'), ('implicating', 'O'), ('BRCA1', 'O'), ('as', 'O'), ('a', 'O'), ('tumour', 'B'), ('suppressor', 'O'), ('gene', 'O'), ('.', 'O'))"
We have sequenced the 17 beta - oestradiol dehydrogenase genes ( EDH17B1 and EDH17B2 ) which have been suggested as candidate genes for BRCA1 in four members of this family .,"(('We', 'O'), ('have', 'O'), ('sequenced', 'O'), ('the', 'O'), ('17', 'O'), ('beta', 'O'), ('-', 'O'), ('oestradiol', 'O'), ('dehydrogenase', 'O'), ('genes', 'O'), ('(', 'O'), ('EDH17B1', 'O'), ('and', 'O'), ('EDH17B2', 'O'), (')', 'O'), ('which', 'O'), ('have', 'O'), ('been', 'O'), ('suggested', 'O'), ('as', 'O'), ('candidate', 'O'), ('genes', 'O'), ('for', 'O'), ('BRCA1', 'O'), ('in', 'O'), ('four', 'O'), ('members', 'O'), ('of', 'O'), ('this', 'O'), ('family', 'O'), ('.', 'O'))"
No germline mutations were detected .,"(('No', 'O'), ('germline', 'O'), ('mutations', 'O'), ('were', 'O'), ('detected', 'O'), ('.', 'O'))"
Myotonic dystrophy kinase is a component of neuromuscular junctions .,"(('Myotonic', 'B'), ('dystrophy', 'I'), ('kinase', 'O'), ('is', 'O'), ('a', 'O'), ('component', 'O'), ('of', 'O'), ('neuromuscular', 'O'), ('junctions', 'O'), ('.', 'O'))"
The clinical manifestation of myotonic dystrophy ( DM ) is correlated to the extent of expansion of an unstable [ CTG ] n DNA motif .,"(('The', 'O'), ('clinical', 'O'), ('manifestation', 'O'), ('of', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'), ('(', 'O'), ('DM', 'B'), (')', 'O'), ('is', 'O'), ('correlated', 'O'), ('to', 'O'), ('the', 'O'), ('extent', 'O'), ('of', 'O'), ('expansion', 'O'), ('of', 'O'), ('an', 'O'), ('unstable', 'O'), ('[', 'O'), ('CTG', 'O'), (']', 'O'), ('n', 'O'), ('DNA', 'O'), ('motif', 'O'), ('.', 'O'))"
"Recent studies have demonstrated that this trinucleotide motif forms part of the last , 3 untranslated exon of a gene which potentially encodes multiple protein isoforms of a serine / threonine protein kinase ( myotonic dystrophy protein kinase , DM - PK ) .","(('Recent', 'O'), ('studies', 'O'), ('have', 'O'), ('demonstrated', 'O'), ('that', 'O'), ('this', 'O'), ('trinucleotide', 'O'), ('motif', 'O'), ('forms', 'O'), ('part', 'O'), ('of', 'O'), ('the', 'O'), ('last', 'O'), (',', 'O'), ('3', 'O'), ('untranslated', 'O'), ('exon', 'O'), ('of', 'O'), ('a', 'O'), ('gene', 'O'), ('which', 'O'), ('potentially', 'O'), ('encodes', 'O'), ('multiple', 'O'), ('protein', 'O'), ('isoforms', 'O'), ('of', 'O'), ('a', 'O'), ('serine', 'O'), ('/', 'O'), ('threonine', 'O'), ('protein', 'O'), ('kinase', 'O'), ('(', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'), ('protein', 'O'), ('kinase', 'O'), (',', 'O'), ('DM', 'O'), ('-', 'O'), ('PK', 'O'), (')', 'O'), ('.', 'O'))"
We report here on the development of antisera against synthetic DM - PK peptide antigens and their use in biochemical and histochemical studies .,"(('We', 'O'), ('report', 'O'), ('here', 'O'), ('on', 'O'), ('the', 'O'), ('development', 'O'), ('of', 'O'), ('antisera', 'O'), ('against', 'O'), ('synthetic', 'O'), ('DM', 'O'), ('-', 'O'), ('PK', 'O'), ('peptide', 'O'), ('antigens', 'O'), ('and', 'O'), ('their', 'O'), ('use', 'O'), ('in', 'O'), ('biochemical', 'O'), ('and', 'O'), ('histochemical', 'O'), ('studies', 'O'), ('.', 'O'))"
Immunoreactive DM - kinase protein of 53 kD is present at low levels in skeletal and cardiac muscle extracts of DM patients and normal controls .,"(('Immunoreactive', 'O'), ('DM', 'O'), ('-', 'O'), ('kinase', 'O'), ('protein', 'O'), ('of', 'O'), ('53', 'O'), ('kD', 'O'), ('is', 'O'), ('present', 'O'), ('at', 'O'), ('low', 'O'), ('levels', 'O'), ('in', 'O'), ('skeletal', 'O'), ('and', 'O'), ('cardiac', 'O'), ('muscle', 'O'), ('extracts', 'O'), ('of', 'O'), ('DM', 'B'), ('patients', 'O'), ('and', 'O'), ('normal', 'O'), ('controls', 'O'), ('.', 'O'))"
Immunohistochemical staining revealed that DM - PK is localised prominently at sites of neuromuscular and myotendinous junctions ( NMJs and MTJs ) of human and rodent skeletal muscles .,"(('Immunohistochemical', 'O'), ('staining', 'O'), ('revealed', 'O'), ('that', 'O'), ('DM', 'O'), ('-', 'O'), ('PK', 'O'), ('is', 'O'), ('localised', 'O'), ('prominently', 'O'), ('at', 'O'), ('sites', 'O'), ('of', 'O'), ('neuromuscular', 'O'), ('and', 'O'), ('myotendinous', 'O'), ('junctions', 'O'), ('(', 'O'), ('NMJs', 'O'), ('and', 'O'), ('MTJs', 'O'), (')', 'O'), ('of', 'O'), ('human', 'O'), ('and', 'O'), ('rodent', 'O'), ('skeletal', 'O'), ('muscles', 'O'), ('.', 'O'))"
"Furthermore , very low levels of immunoreactive DM - PK protein are present in the sarcoplasm of predominantly type I fibres in various muscles .","(('Furthermore', 'O'), (',', 'O'), ('very', 'O'), ('low', 'O'), ('levels', 'O'), ('of', 'O'), ('immunoreactive', 'O'), ('DM', 'O'), ('-', 'O'), ('PK', 'O'), ('protein', 'O'), ('are', 'O'), ('present', 'O'), ('in', 'O'), ('the', 'O'), ('sarcoplasm', 'O'), ('of', 'O'), ('predominantly', 'O'), ('type', 'O'), ('I', 'O'), ('fibres', 'O'), ('in', 'O'), ('various', 'O'), ('muscles', 'O'), ('.', 'O'))"
"Strikingly , presence of the protein can also be demonstrated for NMJs of muscular tissues of adult and congenital cases of DM , with no gross changes in structural organisation .","(('Strikingly', 'O'), (',', 'O'), ('presence', 'O'), ('of', 'O'), ('the', 'O'), ('protein', 'O'), ('can', 'O'), ('also', 'O'), ('be', 'O'), ('demonstrated', 'O'), ('for', 'O'), ('NMJs', 'O'), ('of', 'O'), ('muscular', 'O'), ('tissues', 'O'), ('of', 'O'), ('adult', 'O'), ('and', 'O'), ('congenital', 'O'), ('cases', 'O'), ('of', 'O'), ('DM', 'B'), (',', 'O'), ('with', 'O'), ('no', 'O'), ('gross', 'O'), ('changes', 'O'), ('in', 'O'), ('structural', 'O'), ('organisation', 'O'), ('.', 'O'))"
Our findings provide a basis for further characterisation of the role of the kinase in protein assembly processes or signal mediation at synaptic sites and ultimately for the understanding of the complex pathophysiology of DM . .,"(('Our', 'O'), ('findings', 'O'), ('provide', 'O'), ('a', 'O'), ('basis', 'O'), ('for', 'O'), ('further', 'O'), ('characterisation', 'O'), ('of', 'O'), ('the', 'O'), ('role', 'O'), ('of', 'O'), ('the', 'O'), ('kinase', 'O'), ('in', 'O'), ('protein', 'O'), ('assembly', 'O'), ('processes', 'O'), ('or', 'O'), ('signal', 'O'), ('mediation', 'O'), ('at', 'O'), ('synaptic', 'O'), ('sites', 'O'), ('and', 'O'), ('ultimately', 'O'), ('for', 'O'), ('the', 'O'), ('understanding', 'O'), ('of', 'O'), ('the', 'O'), ('complex', 'O'), ('pathophysiology', 'O'), ('of', 'O'), ('DM', 'B'), ('.', 'O'), ('.', 'O'))"
Markedly accelerated catabolism of apolipoprotein A - II ( ApoA - II ) and high density lipoproteins containing ApoA - II in classic lecithin : cholesterol acyltransferase deficiency and fish - eye disease .,"(('Markedly', 'O'), ('accelerated', 'O'), ('catabolism', 'O'), ('of', 'O'), ('apolipoprotein', 'O'), ('A', 'O'), ('-', 'O'), ('II', 'O'), ('(', 'O'), ('ApoA', 'O'), ('-', 'O'), ('II', 'O'), (')', 'O'), ('and', 'O'), ('high', 'O'), ('density', 'O'), ('lipoproteins', 'O'), ('containing', 'O'), ('ApoA', 'O'), ('-', 'O'), ('II', 'O'), ('in', 'O'), ('classic', 'O'), ('lecithin', 'O'), (':', 'O'), ('cholesterol', 'B'), ('acyltransferase', 'I'), ('deficiency', 'I'), ('and', 'O'), ('fish', 'B'), ('-', 'I'), ('eye', 'I'), ('disease', 'I'), ('.', 'O'))"
Classic ( complete ) lecithin cholesterol acyltransferase ( LCAT ) deficiency and Fish - eye disease ( partial LCAT deficiency ) are genetic syndromes associated with markedly decreased plasma levels of high density lipoprotein ( HDL ) cholesterol but not with an increased risk of atherosclerotic cardiovascular disease .,"(('Classic', 'B'), ('(', 'I'), ('complete', 'I'), (')', 'I'), ('lecithin', 'I'), ('cholesterol', 'I'), ('acyltransferase', 'I'), ('(', 'I'), ('LCAT', 'I'), (')', 'I'), ('deficiency', 'I'), ('and', 'O'), ('Fish', 'B'), ('-', 'I'), ('eye', 'I'), ('disease', 'I'), ('(', 'O'), ('partial', 'B'), ('LCAT', 'I'), ('deficiency', 'I'), (')', 'O'), ('are', 'O'), ('genetic', 'O'), ('syndromes', 'O'), ('associated', 'O'), ('with', 'O'), ('markedly', 'O'), ('decreased', 'O'), ('plasma', 'O'), ('levels', 'O'), ('of', 'O'), ('high', 'O'), ('density', 'O'), ('lipoprotein', 'O'), ('(', 'O'), ('HDL', 'O'), (')', 'O'), ('cholesterol', 'O'), ('but', 'O'), ('not', 'O'), ('with', 'O'), ('an', 'O'), ('increased', 'O'), ('risk', 'O'), ('of', 'O'), ('atherosclerotic', 'B'), ('cardiovascular', 'I'), ('disease', 'I'), ('.', 'O'))"
"We investigated the metabolism of the HDL apolipoproteins ( apo ) apoA - I and apoA - II in a total of five patients with LCAT deficiency , one with classic LCAT deficiency and four with Fish - eye disease .","(('We', 'O'), ('investigated', 'O'), ('the', 'O'), ('metabolism', 'O'), ('of', 'O'), ('the', 'O'), ('HDL', 'O'), ('apolipoproteins', 'O'), ('(', 'O'), ('apo', 'O'), (')', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('and', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('in', 'O'), ('a', 'O'), ('total', 'O'), ('of', 'O'), ('five', 'O'), ('patients', 'O'), ('with', 'O'), ('LCAT', 'B'), ('deficiency', 'I'), (',', 'O'), ('one', 'O'), ('with', 'O'), ('classic', 'B'), ('LCAT', 'I'), ('deficiency', 'I'), ('and', 'O'), ('four', 'O'), ('with', 'O'), ('Fish', 'B'), ('-', 'I'), ('eye', 'I'), ('disease', 'I'), ('.', 'O'))"
Plasma levels of apoA - II were decreased to a proportionately greater extent ( 23 % of normal ) than apoA - I ( 30 % of normal ) .,"(('Plasma', 'O'), ('levels', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('were', 'O'), ('decreased', 'O'), ('to', 'O'), ('a', 'O'), ('proportionately', 'O'), ('greater', 'O'), ('extent', 'O'), ('(', 'O'), ('23', 'O'), ('%', 'O'), ('of', 'O'), ('normal', 'O'), (')', 'O'), ('than', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('(', 'O'), ('30', 'O'), ('%', 'O'), ('of', 'O'), ('normal', 'O'), (')', 'O'), ('.', 'O'))"
"In addition , plasma concentrations of HDL particles containing both apoA - I and apoA - II ( LpA - I A - II ) were much lower ( 18 % of normal ) than those of particles containing only apoA - I ( LpA - I ) ( 51 % of normal ) .","(('In', 'O'), ('addition', 'O'), (',', 'O'), ('plasma', 'O'), ('concentrations', 'O'), ('of', 'O'), ('HDL', 'O'), ('particles', 'O'), ('containing', 'O'), ('both', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('and', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('(', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('A', 'O'), ('-', 'O'), ('II', 'O'), (')', 'O'), ('were', 'O'), ('much', 'O'), ('lower', 'O'), ('(', 'O'), ('18', 'O'), ('%', 'O'), ('of', 'O'), ('normal', 'O'), (')', 'O'), ('than', 'O'), ('those', 'O'), ('of', 'O'), ('particles', 'O'), ('containing', 'O'), ('only', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('(', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), (')', 'O'), ('(', 'O'), ('51', 'O'), ('%', 'O'), ('of', 'O'), ('normal', 'O'), (')', 'O'), ('.', 'O'))"
The metabolic basis for the low levels of apoA - II and LpA - I A - II was investigated in all five patients using both exogenous radiotracer and endogenous stable isotope labeling techniques .,"(('The', 'O'), ('metabolic', 'O'), ('basis', 'O'), ('for', 'O'), ('the', 'O'), ('low', 'O'), ('levels', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('and', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('A', 'O'), ('-', 'O'), ('II', 'O'), ('was', 'O'), ('investigated', 'O'), ('in', 'O'), ('all', 'O'), ('five', 'O'), ('patients', 'O'), ('using', 'O'), ('both', 'O'), ('exogenous', 'O'), ('radiotracer', 'O'), ('and', 'O'), ('endogenous', 'O'), ('stable', 'O'), ('isotope', 'O'), ('labeling', 'O'), ('techniques', 'O'), ('.', 'O'))"
The mean plasma residence time of apoA - I was decreased at 2 .,"(('The', 'O'), ('mean', 'O'), ('plasma', 'O'), ('residence', 'O'), ('time', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('was', 'O'), ('decreased', 'O'), ('at', 'O'), ('2', 'O'), ('.', 'O'))"
08 + / - 0 .,"(('08', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('0', 'O'), ('.', 'O'))"
"27 d ( controls 4 . 74 + / - 0 . 65 days ) ; however , the residence time of apoA - II was even shorter at 1 .","(('27', 'O'), ('d', 'O'), ('(', 'O'), ('controls', 'O'), ('4', 'O'), ('.', 'O'), ('74', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('0', 'O'), ('.', 'O'), ('65', 'O'), ('days', 'O'), (')', 'O'), (';', 'O'), ('however', 'O'), (',', 'O'), ('the', 'O'), ('residence', 'O'), ('time', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('was', 'O'), ('even', 'O'), ('shorter', 'O'), ('at', 'O'), ('1', 'O'), ('.', 'O'))"
66 + / - 0 .,"(('66', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('0', 'O'), ('.', 'O'))"
24 d ( controls 5 . 25 + / - 0 . 61 d ) .,"(('24', 'O'), ('d', 'O'), ('(', 'O'), ('controls', 'O'), ('5', 'O'), ('.', 'O'), ('25', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('0', 'O'), ('.', 'O'), ('61', 'O'), ('d', 'O'), (')', 'O'), ('.', 'O'))"
"In addition , the catabolism of apoA - I in LpA - I A - II was substantially faster than that of apoA - I in LpA - I .","(('In', 'O'), ('addition', 'O'), (',', 'O'), ('the', 'O'), ('catabolism', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('in', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('A', 'O'), ('-', 'O'), ('II', 'O'), ('was', 'O'), ('substantially', 'O'), ('faster', 'O'), ('than', 'O'), ('that', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'), ('in', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('.', 'O'))"
"In summary , genetic syndromes of either complete or partial LCAT deficiency result in low levels of HDL through preferential hypercatabolism of apoA - II and HDL particles containing apoA - II .","(('In', 'O'), ('summary', 'O'), (',', 'O'), ('genetic', 'O'), ('syndromes', 'O'), ('of', 'O'), ('either', 'O'), ('complete', 'B'), ('or', 'I'), ('partial', 'I'), ('LCAT', 'I'), ('deficiency', 'I'), ('result', 'O'), ('in', 'O'), ('low', 'O'), ('levels', 'O'), ('of', 'O'), ('HDL', 'O'), ('through', 'O'), ('preferential', 'O'), ('hypercatabolism', 'O'), ('of', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('and', 'O'), ('HDL', 'O'), ('particles', 'O'), ('containing', 'O'), ('apoA', 'O'), ('-', 'O'), ('II', 'O'), ('.', 'O'))"
"Because LpA - I has been proposed to be more protective than LpA - I A - II against atherosclerosis , this selective effect on the metabolism of LpA - I A - II may provide a potential explanation why patients with classic LCAT deficiency and Fish - eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA - I","(('Because', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('has', 'O'), ('been', 'O'), ('proposed', 'O'), ('to', 'O'), ('be', 'O'), ('more', 'O'), ('protective', 'O'), ('than', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('A', 'O'), ('-', 'O'), ('II', 'O'), ('against', 'O'), ('atherosclerosis', 'B'), (',', 'O'), ('this', 'O'), ('selective', 'O'), ('effect', 'O'), ('on', 'O'), ('the', 'O'), ('metabolism', 'O'), ('of', 'O'), ('LpA', 'O'), ('-', 'O'), ('I', 'O'), ('A', 'O'), ('-', 'O'), ('II', 'O'), ('may', 'O'), ('provide', 'O'), ('a', 'O'), ('potential', 'O'), ('explanation', 'O'), ('why', 'O'), ('patients', 'O'), ('with', 'O'), ('classic', 'B'), ('LCAT', 'I'), ('deficiency', 'I'), ('and', 'O'), ('Fish', 'B'), ('-', 'I'), ('eye', 'I'), ('disease', 'I'), ('are', 'O'), ('not', 'O'), ('at', 'O'), ('increased', 'O'), ('risk', 'O'), ('for', 'O'), ('premature', 'O'), ('atherosclerosis', 'B'), ('despite', 'O'), ('markedly', 'O'), ('decreased', 'O'), ('levels', 'O'), ('of', 'O'), ('HDL', 'O'), ('cholesterol', 'O'), ('and', 'O'), ('apoA', 'O'), ('-', 'O'), ('I', 'O'))"
X linked recessive thrombocytopenia .,"(('X', 'B'), ('linked', 'I'), ('recessive', 'I'), ('thrombocytopenia', 'I'), ('.', 'O'))"
"A Saudi Arab boy presented in early childhood with thrombocytopenia , morphologically large and normal sized platelets , increased mean platelet volume , and a hypermegakaryocytic bone marrow .","(('A', 'O'), ('Saudi', 'O'), ('Arab', 'O'), ('boy', 'O'), ('presented', 'O'), ('in', 'O'), ('early', 'O'), ('childhood', 'O'), ('with', 'O'), ('thrombocytopenia', 'B'), (',', 'O'), ('morphologically', 'O'), ('large', 'O'), ('and', 'O'), ('normal', 'O'), ('sized', 'O'), ('platelets', 'O'), (',', 'O'), ('increased', 'O'), ('mean', 'O'), ('platelet', 'O'), ('volume', 'O'), (',', 'O'), ('and', 'O'), ('a', 'O'), ('hypermegakaryocytic', 'O'), ('bone', 'O'), ('marrow', 'O'), ('.', 'O'))"
There was no clinical and laboratory evidence of any significant immunological abnormalities .,"(('There', 'O'), ('was', 'O'), ('no', 'O'), ('clinical', 'O'), ('and', 'O'), ('laboratory', 'O'), ('evidence', 'O'), ('of', 'O'), ('any', 'O'), ('significant', 'O'), ('immunological', 'B'), ('abnormalities', 'I'), ('.', 'O'))"
Similar findings in two other brothers suggested strongly that they were all suffering from an X linked recessive thrombocytopenic disorder .,"(('Similar', 'O'), ('findings', 'O'), ('in', 'O'), ('two', 'O'), ('other', 'O'), ('brothers', 'O'), ('suggested', 'O'), ('strongly', 'O'), ('that', 'O'), ('they', 'O'), ('were', 'O'), ('all', 'O'), ('suffering', 'O'), ('from', 'O'), ('an', 'O'), ('X', 'B'), ('linked', 'I'), ('recessive', 'I'), ('thrombocytopenic', 'I'), ('disorder', 'I'), ('.', 'O'))"
Results of DNA analysis with the probe M27 beta are consistent with X linkage and indicate also that the locus of the relevant gene lies close to or is identical to the locus of the gene for the Wiskott - Aldrich syndrome ( WAS ) .,"(('Results', 'O'), ('of', 'O'), ('DNA', 'O'), ('analysis', 'O'), ('with', 'O'), ('the', 'O'), ('probe', 'O'), ('M27', 'O'), ('beta', 'O'), ('are', 'O'), ('consistent', 'O'), ('with', 'O'), ('X', 'O'), ('linkage', 'O'), ('and', 'O'), ('indicate', 'O'), ('also', 'O'), ('that', 'O'), ('the', 'O'), ('locus', 'O'), ('of', 'O'), ('the', 'O'), ('relevant', 'O'), ('gene', 'O'), ('lies', 'O'), ('close', 'O'), ('to', 'O'), ('or', 'O'), ('is', 'O'), ('identical', 'O'), ('to', 'O'), ('the', 'O'), ('locus', 'O'), ('of', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('the', 'O'), ('Wiskott', 'B'), ('-', 'I'), ('Aldrich', 'I'), ('syndrome', 'I'), ('(', 'O'), ('WAS', 'B'), (')', 'O'), ('.', 'O'))"
"Because of various features which include the presence of large and normal sized platelets ( rather than small platelets ) and freedom from significant immune deficiencies , it is likely that the X linked recessive thrombocytopenia in this family is an isolated entity quite distinct from the classical WAS phenotype .","(('Because', 'O'), ('of', 'O'), ('various', 'O'), ('features', 'O'), ('which', 'O'), ('include', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('large', 'O'), ('and', 'O'), ('normal', 'O'), ('sized', 'O'), ('platelets', 'O'), ('(', 'O'), ('rather', 'O'), ('than', 'O'), ('small', 'O'), ('platelets', 'O'), (')', 'O'), ('and', 'O'), ('freedom', 'O'), ('from', 'O'), ('significant', 'O'), ('immune', 'B'), ('deficiencies', 'I'), (',', 'O'), ('it', 'O'), ('is', 'O'), ('likely', 'O'), ('that', 'O'), ('the', 'O'), ('X', 'B'), ('linked', 'I'), ('recessive', 'I'), ('thrombocytopenia', 'I'), ('in', 'O'), ('this', 'O'), ('family', 'O'), ('is', 'O'), ('an', 'O'), ('isolated', 'O'), ('entity', 'O'), ('quite', 'O'), ('distinct', 'O'), ('from', 'O'), ('the', 'O'), ('classical', 'O'), ('WAS', 'B'), ('phenotype', 'O'), ('.', 'O'))"
"However , a modified expression of the WAS gene producing a mild phenotypic variant cannot be excluded entirely . .","(('However', 'O'), (',', 'O'), ('a', 'O'), ('modified', 'O'), ('expression', 'O'), ('of', 'O'), ('the', 'O'), ('WAS', 'B'), ('gene', 'O'), ('producing', 'O'), ('a', 'O'), ('mild', 'O'), ('phenotypic', 'O'), ('variant', 'O'), ('cannot', 'O'), ('be', 'O'), ('excluded', 'O'), ('entirely', 'O'), ('.', 'O'), ('.', 'O'))"
Macular dystrophy associated with mutations at codon 172 in the human retinal degeneration slow gene .,"(('Macular', 'B'), ('dystrophy', 'I'), ('associated', 'O'), ('with', 'O'), ('mutations', 'O'), ('at', 'O'), ('codon', 'O'), ('172', 'O'), ('in', 'O'), ('the', 'O'), ('human', 'O'), ('retinal', 'B'), ('degeneration', 'I'), ('slow', 'O'), ('gene', 'O'), ('.', 'O'))"
"BACKGROUND Recently , mutations in the retinal degeneration slow ( rds ) gene which codes for peripherin - rds have been implicated as a cause of autosomal dominant retinitis pigmentosa .","(('BACKGROUND', 'O'), ('Recently', 'O'), (',', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('retinal', 'B'), ('degeneration', 'I'), ('slow', 'O'), ('(', 'O'), ('rds', 'O'), (')', 'O'), ('gene', 'O'), ('which', 'O'), ('codes', 'O'), ('for', 'O'), ('peripherin', 'O'), ('-', 'O'), ('rds', 'O'), ('have', 'O'), ('been', 'O'), ('implicated', 'O'), ('as', 'O'), ('a', 'O'), ('cause', 'O'), ('of', 'O'), ('autosomal', 'B'), ('dominant', 'I'), ('retinitis', 'I'), ('pigmentosa', 'I'), ('.', 'O'))"
"Because this gene is expressed in both rods and cones , mutations in the rds gene might be expected to cause degeneration affecting either the scotopic or photopic systems .","(('Because', 'O'), ('this', 'O'), ('gene', 'O'), ('is', 'O'), ('expressed', 'O'), ('in', 'O'), ('both', 'O'), ('rods', 'O'), ('and', 'O'), ('cones', 'O'), (',', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('rds', 'O'), ('gene', 'O'), ('might', 'O'), ('be', 'O'), ('expected', 'O'), ('to', 'O'), ('cause', 'O'), ('degeneration', 'O'), ('affecting', 'O'), ('either', 'O'), ('the', 'O'), ('scotopic', 'O'), ('or', 'O'), ('photopic', 'O'), ('systems', 'O'), ('.', 'O'))"
"Mutations at codon 172 of the rds gene have been identified in three families with autosomal dominantly inherited , progressive macular dystrophy .","(('Mutations', 'O'), ('at', 'O'), ('codon', 'O'), ('172', 'O'), ('of', 'O'), ('the', 'O'), ('rds', 'O'), ('gene', 'O'), ('have', 'O'), ('been', 'O'), ('identified', 'O'), ('in', 'O'), ('three', 'O'), ('families', 'O'), ('with', 'O'), ('autosomal', 'O'), ('dominantly', 'O'), ('inherited', 'O'), (',', 'O'), ('progressive', 'O'), ('macular', 'B'), ('dystrophy', 'I'), ('.', 'O'))"
"METHODS Affected individuals underwent ophthalmic examination , scotopic perimetry , dark adaptometry , measurement of color - contrast sensitivity , and electroretinography to characterize the photoreceptor dysfunction .","(('METHODS', 'O'), ('Affected', 'O'), ('individuals', 'O'), ('underwent', 'O'), ('ophthalmic', 'O'), ('examination', 'O'), (',', 'O'), ('scotopic', 'O'), ('perimetry', 'O'), (',', 'O'), ('dark', 'O'), ('adaptometry', 'O'), (',', 'O'), ('measurement', 'O'), ('of', 'O'), ('color', 'O'), ('-', 'O'), ('contrast', 'O'), ('sensitivity', 'O'), (',', 'O'), ('and', 'O'), ('electroretinography', 'O'), ('to', 'O'), ('characterize', 'O'), ('the', 'O'), ('photoreceptor', 'O'), ('dysfunction', 'O'), ('.', 'O'))"
"RESULTS In all but one affected member , symptoms of progressive central visual loss developed in the third or fourth decade of life accompanied by central scotoma and well - demarcated atrophy of the retinal pigment epithelium and choriocapillaris of the macula .","(('RESULTS', 'O'), ('In', 'O'), ('all', 'O'), ('but', 'O'), ('one', 'O'), ('affected', 'O'), ('member', 'O'), (',', 'O'), ('symptoms', 'O'), ('of', 'O'), ('progressive', 'O'), ('central', 'O'), ('visual', 'B'), ('loss', 'I'), ('developed', 'O'), ('in', 'O'), ('the', 'O'), ('third', 'O'), ('or', 'O'), ('fourth', 'O'), ('decade', 'O'), ('of', 'O'), ('life', 'O'), ('accompanied', 'O'), ('by', 'O'), ('central', 'B'), ('scotoma', 'I'), ('and', 'O'), ('well', 'O'), ('-', 'O'), ('demarcated', 'O'), ('atrophy', 'B'), ('of', 'I'), ('the', 'I'), ('retinal', 'I'), ('pigment', 'I'), ('epithelium', 'I'), ('and', 'O'), ('choriocapillaris', 'B'), ('of', 'I'), ('the', 'I'), ('macula', 'I'), ('.', 'O'))"
