Sentence,Gold,Pred,stanza_Pred
Sixty - three percent of these infants had tricuspid valve involvement .,"('involvement', 'O')","('involvement', 'I')","[[('involvement', 'NOUN')]]"
In 13 patients we observed the effects of HCTZ therapy ( 100 mg daily ) on the occurrence of PVC ' s during rest as well as during static and dynamic exercise .,"('PVC', 'O')","('PVC', 'B')","[[('PVC', 'PROPN')]]"
"The occurrence of PVC ' s correlated significantly with the fall in serum K + observed r = 0 . 72 , p less than 0 . 001 .","('PVC', 'O')","('PVC', 'B')","[[('PVC', 'PROPN')]]"
"The occurrence of PVC ' s correlated significantly with the fall in serum K + observed r = 0 . 72 , p less than 0 . 001 .","(""'"", 'O')","(""'"", 'I')","[[(""'"", 'PUNCT')]]"
"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug - Induced Ocular Side Effects , Oregon Health Sciences University , Portland , OR 97201 .","('ocular', 'B')","('ocular', 'O')","[[('ocular', 'ADJ')]]"
"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug - Induced Ocular Side Effects , Oregon Health Sciences University , Portland , OR 97201 .","('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
Extrapyramidal side effects and oral haloperidol : an analysis of explanatory patient and treatment characteristics .,"('Extrapyramidal', 'O')","('Extrapyramidal', 'B')","[[('Extrapyramidal', 'ADJ')]]"
Extrapyramidal side effects and oral haloperidol : an analysis of explanatory patient and treatment characteristics .,"('side', 'O')","('side', 'I')","[[('side', 'NOUN')]]"
The incidence of extrapyramidal side effects ( EPS ) was evaluated in 98 patients treated with haloperidol .,"('extrapyramidal', 'O')","('extrapyramidal', 'B')","[[('extrapyramidal', 'NOUN')]]"
The incidence of extrapyramidal side effects ( EPS ) was evaluated in 98 patients treated with haloperidol .,"('EPS', 'O')","('EPS', 'B')","[[('EPS', 'PROPN')]]"
The present study points to patient characteristics that may be of significance in the development of EPS due to haloperidol .,"('EPS', 'O')","('EPS', 'B')","[[('EPS', 'PROPN')]]"
Dose - effect and structure - function relationships in doxorubicin cardiomyopathy .,"('doxorubicin', 'O')","('doxorubicin', 'B')","[[('doxorubicin', 'NOUN')]]"
Dose - effect and structure - function relationships in doxorubicin cardiomyopathy .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')","[[('cardiomyopathy', 'NOUN')]]"
"Performance abnormalities correlated weakly with dose , exhibited a curvilinear relationship , and had a "" threshold "" for expression .","('Performance', 'O')","('Performance', 'B')","[[('Performance', 'NOUN')]]"
"Performance abnormalities correlated weakly with dose , exhibited a curvilinear relationship , and had a "" threshold "" for expression .","('abnormalities', 'O')","('abnormalities', 'I')","[[('abnormalities', 'NOUN')]]"
"Catheterization abnormalities correlated well with morphologic damage ( r = 0 . 57 to 0 . 78 ) in a subgroup of patients in whom exercise hemodynamics were measured , and this relationship also exhibited a curvilinear , threshold configuration .","('Catheterization', 'O')","('Catheterization', 'B')","[[('Catheterization', 'NOUN')]]"
"Catheterization abnormalities correlated well with morphologic damage ( r = 0 . 57 to 0 . 78 ) in a subgroup of patients in whom exercise hemodynamics were measured , and this relationship also exhibited a curvilinear , threshold configuration .","('abnormalities', 'O')","('abnormalities', 'I')","[[('abnormalities', 'NOUN')]]"
"Creatinine clearance , maximum urinary osmolality and 24 hour urine volume have been tested in 50 affectively ill patients who have been on long - term lithium for more than one year .","('affectively', 'O')","('affectively', 'B')","[[('affectively', 'ADV')]]"
Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"('Urinary', 'O')","('Urinary', 'B')","[[('Urinary', 'ADJ')]]"
Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"('concentration', 'O')","('concentration', 'I')","[[('concentration', 'NOUN')]]"
Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"('defect', 'O')","('defect', 'I')","[[('defect', 'NOUN')]]"
Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients .,"('acute', 'B')","('acute', 'O')","[[('acute', 'ADJ')]]"
Pravastatin - associated myopathy .,"('Pravastatin', 'O')","('Pravastatin', 'B')","[[('Pravastatin', 'PROPN')]]"
"A case of acute inflammatory myopathy associated with the use of pravastatin , a new hydrophilic 3 - hydroxy - 3 methylglutaril coenzyme A reductase inhibitor , is reported .","('acute', 'O')","('acute', 'B')","[[('acute', 'ADJ')]]"
"A case of acute inflammatory myopathy associated with the use of pravastatin , a new hydrophilic 3 - hydroxy - 3 methylglutaril coenzyme A reductase inhibitor , is reported .","('inflammatory', 'B')","('inflammatory', 'I')","[[('inflammatory', 'ADJ')]]"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('acute', 'O')","('acute', 'B')","[[('acute', 'ADJ')]]"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('of', 'O')","('of', 'I')","[[('of', 'ADP')]]"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('the', 'O')","('the', 'I')","[[('the', 'DET')]]"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('lower', 'O')","('lower', 'I')","[[('lower', 'ADJ')]]"
He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"('limbs', 'O')","('limbs', 'I')","[[('limbs', 'NOUN')]]"
"While lovastatin and simvastatin have been associated with toxic myopathy , pravastatin - associated myopathy could represent a distinct , inflammatory entity .","('toxic', 'O')","('toxic', 'B')","[[('toxic', 'ADJ')]]"
"While lovastatin and simvastatin have been associated with toxic myopathy , pravastatin - associated myopathy could represent a distinct , inflammatory entity .","('myopathy', 'B')","('myopathy', 'I')","[[('myopathy', 'NOUN')]]"
"Two halogenated anesthetics , enflurane and isoflurane , have been associated with an allergic - type hepatic injury both alone and following previous exposure to halothane .","('allergic', 'O')","('allergic', 'B')","[[('allergic', 'ADJ')]]"
"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops , presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis .","('cholinergic', 'O')","('cholinergic', 'B')","[[('cholinergic', 'NOUN')]]"
"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops , presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis .","('syndrome', 'O')","('syndrome', 'I')","[[('syndrome', 'NOUN')]]"
"The present data indicate that the determination of malondialdehyde , oxypurines , and nucleosides in peripheral blood , may be used to monitor the metabolic alterations of tissues occurring during ischemic phenomena . ( ABSTRACT TRUNCATED AT 250 WORDS )","('ischemic', 'B')","('ischemic', 'O')","[[('ischemic', 'NOUN')]]"
Acute renal toxicity of doxorubicin ( adriamycin ) - loaded cyanoacrylate nanoparticles .,"('renal', 'B')","('renal', 'O')","[[('renal', 'NOUN')]]"
Acute renal toxicity of doxorubicin ( adriamycin ) - loaded cyanoacrylate nanoparticles .,"('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
Acute doxorubicin - loaded nanoparticle ( DXNP ) renal toxicity was explored in both normal rats and rats with experimental glomerulonephritis .,"('renal', 'B')","('renal', 'O')","[[('renal', 'NOUN')]]"
Acute doxorubicin - loaded nanoparticle ( DXNP ) renal toxicity was explored in both normal rats and rats with experimental glomerulonephritis .,"('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
"These results demonstrate that , in these experimental conditions , DXNP killed less animals than free DX , despite of an enhanced renal toxicity of the former .","('renal', 'B')","('renal', 'O')","[[('renal', 'NOUN')]]"
"These results demonstrate that , in these experimental conditions , DXNP killed less animals than free DX , despite of an enhanced renal toxicity of the former .","('toxicity', 'I')","('toxicity', 'O')","[[('toxicity', 'NOUN')]]"
Protective effect of misoprostol on indomethacin induced renal dysfunction in elderly patients .,"('indomethacin', 'O')","('indomethacin', 'B')","[[('indomethacin', 'NOUN')]]"
CONCLUSION : Hospitalized elderly patients are at risk for developing indomethacin related renal dysfunction .,"('indomethacin', 'O')","('indomethacin', 'B')","[[('indomethacin', 'NOUN')]]"
There have also been two reported fatalities from DM overdoses ( Fleming 1986 ) .,"('DM', 'O')","('DM', 'B')","[[('DM', 'PROPN')]]"
Auditory disturbance associated with interscalene brachial plexus block .,"('disturbance', 'O')","('disturbance', 'I')","[[('disturbance', 'NOUN')]]"
Auditory disturbance associated with interscalene brachial plexus block .,"('interscalene', 'O')","('interscalene', 'B')","[[('interscalene', 'PROPN')]]"
Auditory disturbance associated with interscalene brachial plexus block .,"('brachial', 'O')","('brachial', 'I')","[[('brachial', 'NOUN')]]"
Auditory disturbance associated with interscalene brachial plexus block .,"('plexus', 'O')","('plexus', 'I')","[[('plexus', 'NOUN')]]"
Auditory disturbance associated with interscalene brachial plexus block .,"('block', 'O')","('block', 'I')","[[('block', 'NOUN')]]"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('human', 'O')","('human', 'B')","[[('human', 'ADJ')]]"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('immunodeficiency', 'B')","('immunodeficiency', 'I')","[[('immunodeficiency', 'NOUN')]]"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('virus', 'O')","('virus', 'I')","[[('virus', 'NOUN')]]"
The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"('HIV', 'O')","('HIV', 'B')","[[('HIV', 'NOUN')]]"
Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"('heparin', 'O')","('heparin', 'B')","[[('heparin', 'NOUN')]]"
Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"('arterial', 'O')","('arterial', 'B')","[[('arterial', 'ADJ')]]"
Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"('thrombosis', 'B')","('thrombosis', 'I')","[[('thrombosis', 'NOUN')]]"
The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"('heparin', 'O')","('heparin', 'B')","[[('heparin', 'NOUN')]]"
The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"('induced', 'O')","('induced', 'I')","[[('induced', 'VERB')]]"
The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"('thrombosis', 'B')","('thrombosis', 'I')","[[('thrombosis', 'NOUN')]]"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('heparin', 'O')","('heparin', 'B')","[[('heparin', 'NOUN')]]"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('induced', 'O')","('induced', 'I')","[[('induced', 'VERB')]]"
The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"('thrombosis', 'B')","('thrombosis', 'I')","[[('thrombosis', 'NOUN')]]"
Neuropathic complaints were not very troublesome on the long term .,"('Neuropathic', 'O')","('Neuropathic', 'B')","[[('Neuropathic', 'NOUN')]]"
"Additional neuronanatomical studies , including cresyl violet staining , neuronal degeneration methods , and histochemical localization of glial fibrillary acidic protein , suggested that the decrease in the number of GAD mRNA - containing neurons was related to neuronal loss rather than to a decrease in GAD mRNA levels .","('neuronal', 'B')","('neuronal', 'O')","[[('neuronal', 'ADJ')]]"
"Additional neuronanatomical studies , including cresyl violet staining , neuronal degeneration methods , and histochemical localization of glial fibrillary acidic protein , suggested that the decrease in the number of GAD mRNA - containing neurons was related to neuronal loss rather than to a decrease in GAD mRNA levels .","('loss', 'I')","('loss', 'O')","[[('loss', 'NOUN')]]"
"The results indicate that , in this model , a subpopulation of GAD mRNA - containing neurons within the dentate gyrus is selectively vulnerable to seizure - induced damage .","('seizure', 'B')","('seizure', 'O')","[[('seizure', 'NOUN')]]"
This experience raises the question of the role of BMT itself as a therapeutic option for patients with uncontrolled destructive synovitis .,"('destructive', 'O')","('destructive', 'B')","[[('destructive', 'ADJ')]]"
This experience raises the question of the role of BMT itself as a therapeutic option for patients with uncontrolled destructive synovitis .,"('synovitis', 'B')","('synovitis', 'I')","[[('synovitis', 'NOUN')]]"
Efficacy and tolerability of lovastatin in 3390 women with moderate hypercholesterolemia .,"('moderate', 'O')","('moderate', 'B')","[[('moderate', 'ADJ')]]"
OBJECTIVE : To evaluate the efficacy and safety of lovastatin in women with moderate hypercholesterolemia .,"('moderate', 'O')","('moderate', 'B')","[[('moderate', 'ADJ')]]"
OBJECTIVE : To evaluate the efficacy and safety of lovastatin in women with moderate hypercholesterolemia .,"('hypercholesterolemia', 'B')","('hypercholesterolemia', 'I')","[[('hypercholesterolemia', 'NOUN')]]"
CONCLUSION : Lovastatin is highly effective and generally well tolerated as therapy for primary hypercholesterolemia in women .,"('primary', 'O')","('primary', 'B')","[[('primary', 'ADJ')]]"
CONCLUSION : Lovastatin is highly effective and generally well tolerated as therapy for primary hypercholesterolemia in women .,"('hypercholesterolemia', 'B')","('hypercholesterolemia', 'I')","[[('hypercholesterolemia', 'NOUN')]]"
"A palpable venous cord was present in 23 % ( 14 of 62 ) of patients in the diazepam group , compared with 2 % ( 1 of 60 patients ) in the midazolam group ( p < 0 . 002 ) .","('cord', 'O')","('cord', 'I')","[[('cord', 'NOUN')]]"
Changes in peroxisomes in preneoplastic liver and hepatoma of mice induced by alpha - benzene hexachloride .,"('preneoplastic', 'O')","('preneoplastic', 'B')","[[('preneoplastic', 'PROPN')]]"
Changes in peroxisomes in preneoplastic liver and hepatoma of mice induced by alpha - benzene hexachloride .,"('liver', 'O')","('liver', 'I')","[[('liver', 'NOUN')]]"
"At the 16th week of carcinogen feeding , hyperplastic nodules appeared and advanced to further stages .","('hyperplastic', 'O')","('hyperplastic', 'B')","[[('hyperplastic', 'ADJ')]]"
"At the 16th week of carcinogen feeding , hyperplastic nodules appeared and advanced to further stages .","('nodules', 'O')","('nodules', 'I')","[[('nodules', 'NOUN')]]"
No abnormal matrical inclusions of peroxisomes were formed in the cells of hyperplastic nodules by ethyl - alpha - p - chlorophenoxyisobutyrate unlike in the case of rats .,"('hyperplastic', 'O')","('hyperplastic', 'B')","[[('hyperplastic', 'ADJ')]]"
"Cardiac function was assessed in long - term survivors of malignant bone tumors who were treated according to Rosen ' s T5 or T10 protocol , both including doxorubicin .","('malignant', 'O')","('malignant', 'B')","[[('malignant', 'NOUN')]]"
"Cardiac function was assessed in long - term survivors of malignant bone tumors who were treated according to Rosen ' s T5 or T10 protocol , both including doxorubicin .","('bone', 'B')","('bone', 'I')","[[('bone', 'NOUN')]]"
Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"('advanced', 'O')","('advanced', 'B')","[[('advanced', 'ADJ')]]"
Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"('inoperable', 'O')","('inoperable', 'I')","[[('inoperable', 'ADJ')]]"
Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"('non', 'B')","('non', 'I')","[[('non', 'ADV')]]"
Paclitaxel combined with carboplatin in the first - line treatment of advanced ovarian cancer .,"('advanced', 'O')","('advanced', 'B')","[[('advanced', 'ADJ')]]"
Paclitaxel combined with carboplatin in the first - line treatment of advanced ovarian cancer .,"('ovarian', 'B')","('ovarian', 'I')","[[('ovarian', 'NOUN')]]"
"In a phase I study to determine the maximum tolerated dose of paclitaxel ( Taxol ; Bristol - Myers Squibb Company , Princeton , NJ ) given as a 3 - hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer , paclitaxel doses were escalated as follows : level 1 , 135 mg / m2 ; level 2 , 160 mg / m2 ; level 3 , 185 mg / m2 ; and level 4 , 210 mg / m2 .","('advanced', 'O')","('advanced', 'B')","[[('advanced', 'ADJ')]]"
"In a phase I study to determine the maximum tolerated dose of paclitaxel ( Taxol ; Bristol - Myers Squibb Company , Princeton , NJ ) given as a 3 - hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer , paclitaxel doses were escalated as follows : level 1 , 135 mg / m2 ; level 2 , 160 mg / m2 ; level 3 , 185 mg / m2 ; and level 4 , 210 mg / m2 .","('ovarian', 'B')","('ovarian', 'I')","[[('ovarian', 'NOUN')]]"
Occasional case reports have shown that acute myopathy may occur in patients treated with massive doses of corticosteroids .,"('acute', 'O')","('acute', 'B')","[[('acute', 'ADJ')]]"
Occasional case reports have shown that acute myopathy may occur in patients treated with massive doses of corticosteroids .,"('myopathy', 'B')","('myopathy', 'I')","[[('myopathy', 'NOUN')]]"
"While AAP caused a 117 - fold elevation of serum transaminase activities in mice kept on a standard laboratory diet , which was significantly exacerbated by ethanol and inhibited by nicotinic acid amide ( NAA ) , adverse effects were noted in animals fed a diet free of precursors of NAD .","('NAD', 'O')","('NAD', 'B')","[[('NAD', 'PROPN')]]"
"In these animals , only minor increases of serum transaminase activities were measured in the presence of AAP , and unlike the exacerbation caused by ethanol in mice on a standard diet , the liver damage was inhibited by 50 % by ethanol .","('liver', 'B')","('liver', 'O')","[[('liver', 'NOUN')]]"
"In these animals , only minor increases of serum transaminase activities were measured in the presence of AAP , and unlike the exacerbation caused by ethanol in mice on a standard diet , the liver damage was inhibited by 50 % by ethanol .","('damage', 'I')","('damage', 'O')","[[('damage', 'NOUN')]]"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('non', 'O')","('non', 'B')","[[('non', 'ADV')]]"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('immune', 'O')","('immune', 'I')","[[('immune', 'NOUN')]]"
His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"('thrombocytopenia', 'B')","('thrombocytopenia', 'I')","[[('thrombocytopenia', 'NOUN')]]"
Cyclophosphamide associated bladder cancer - - a highly aggressive disease : analysis of 12 cases .,"('Cyclophosphamide', 'O')","('Cyclophosphamide', 'B')","[[('Cyclophosphamide', 'NOUN')]]"
Cyclophosphamide associated bladder cancer - - a highly aggressive disease : analysis of 12 cases .,"('associated', 'O')","('associated', 'I')","[[('associated', 'VERB')]]"
MATERIALS AND METHODS : The medical records of 6 men and 6 women ( mean age 55 years ) with cyclophosphamide associated bladder cancer were reviewed .,"('cyclophosphamide', 'O')","('cyclophosphamide', 'B')","[[('cyclophosphamide', 'NOUN')]]"
RESULTS : All tumors were grade 3 or 4 transitional cell carcinoma .,"('transitional', 'O')","('transitional', 'B')","[[('transitional', 'ADJ')]]"
RESULTS : All tumors were grade 3 or 4 transitional cell carcinoma .,"('cell', 'O')","('cell', 'I')","[[('cell', 'NOUN')]]"
RESULTS : All tumors were grade 3 or 4 transitional cell carcinoma .,"('carcinoma', 'B')","('carcinoma', 'I')","[[('carcinoma', 'NOUN')]]"
The remaining patient with extensive cancer underwent partial cystectomy for palliation and died 3 months later .,"('extensive', 'O')","('extensive', 'B')","[[('extensive', 'ADJ')]]"
The remaining patient with extensive cancer underwent partial cystectomy for palliation and died 3 months later .,"('cancer', 'B')","('cancer', 'I')","[[('cancer', 'NOUN')]]"
CONCLUSIONS : Cyclophosphamide associated bladder tumor is an aggressive disease .,"('Cyclophosphamide', 'O')","('Cyclophosphamide', 'B')","[[('Cyclophosphamide', 'NOUN')]]"
CONCLUSIONS : Cyclophosphamide associated bladder tumor is an aggressive disease .,"('associated', 'O')","('associated', 'I')","[[('associated', 'VERB')]]"
Pemoline has not been commonly associated in the literature as a cause of acute movement disorders .,"('movement', 'B')","('movement', 'O')","[[('movement', 'NOUN')]]"
Effect of myopic excimer laser photorefractive keratectomy on the electrophysiologic function of the retina and optic nerve .,"('myopic', 'O')","('myopic', 'B')","[[('myopic', 'ADJ')]]"
Effect of myopic excimer laser photorefractive keratectomy on the electrophysiologic function of the retina and optic nerve .,"('keratectomy', 'O')","('keratectomy', 'I')","[[('keratectomy', 'PROPN')]]"
PURPOSE : To assess by electrophysiologic testing the effect of photorefractive keratectomy ( PRK ) on the retina and optic nerve .,"('keratectomy', 'O')","('keratectomy', 'I')","[[('keratectomy', 'PROPN')]]"
METHODS : Standard pattern electroretinograms ( P - ERGs ) and standard pattern visual evoked potentials ( P - VEPs ) were done in 25 eyes of 25 patients who had myopic PRK for an attempted correction between 5 . 00 and 15 . 00 diopters ( D ) ( mean 8 . 00 D ) .,"('myopic', 'O')","('myopic', 'B')","[[('myopic', 'ADJ')]]"
METHODS : Standard pattern electroretinograms ( P - ERGs ) and standard pattern visual evoked potentials ( P - VEPs ) were done in 25 eyes of 25 patients who had myopic PRK for an attempted correction between 5 . 00 and 15 . 00 diopters ( D ) ( mean 8 . 00 D ) .,"('PRK', 'O')","('PRK', 'I')","[[('PRK', 'PROPN')]]"
CONCLUSION : Myopic excimer laser PRK did not seem to affect the posterior segment .,"('Myopic', 'O')","('Myopic', 'B')","[[('Myopic', 'ADJ')]]"
Review of the literature reveals an association between tamoxifen use and gynecologic tumors .,"('gynecologic', 'O')","('gynecologic', 'B')","[[('gynecologic', 'NOUN')]]"
Review of the literature reveals an association between tamoxifen use and gynecologic tumors .,"('tumors', 'B')","('tumors', 'I')","[[('tumors', 'NOUN')]]"
CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"('stage', 'O')","('stage', 'B')","[[('stage', 'NOUN')]]"
CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"('II', 'O')","('II', 'I')","[[('II', 'NUM')]]"
CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"('estrogen', 'O')","('estrogen', 'I')","[[('estrogen', 'NOUN')]]"
CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"('receptor', 'O')","('receptor', 'I')","[[('receptor', 'NOUN')]]"
CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"('positive', 'O')","('positive', 'I')","[[('positive', 'ADJ')]]"
"Moreover , the inhibitory effect of NIK - 247 on AChE was reversible .","('AChE', 'O')","('AChE', 'B')","[[('AChE', 'NOUN')]]"
This expression may represent an endogenous damping mechanism since NPY has been shown to block seizure - like events following high - frequency stimulation in hippocampal slices .,"('seizure', 'B')","('seizure', 'O')","[[('seizure', 'NOUN')]]"
"Electron microscopy , however , revealed subepithelial electron - dense deposits , fusion of epithelial cell foot processes , and evidence of mesangial cell hyperactivity .","('mesangial', 'O')","('mesangial', 'B')","[[('mesangial', 'PROPN')]]"
"Electron microscopy , however , revealed subepithelial electron - dense deposits , fusion of epithelial cell foot processes , and evidence of mesangial cell hyperactivity .","('cell', 'O')","('cell', 'I')","[[('cell', 'NOUN')]]"
"Electron microscopy , however , revealed subepithelial electron - dense deposits , fusion of epithelial cell foot processes , and evidence of mesangial cell hyperactivity .","('hyperactivity', 'O')","('hyperactivity', 'I')","[[('hyperactivity', 'NOUN')]]"
Value of methylprednisolone in prevention of the arthralgia - myalgia syndrome associated with the total dose infusion of iron dextran : a double blind randomized trial .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
Value of methylprednisolone in prevention of the arthralgia - myalgia syndrome associated with the total dose infusion of iron dextran : a double blind randomized trial .,"('myalgia', 'B')","('myalgia', 'I')","[[('myalgia', 'NOUN')]]"
Value of methylprednisolone in prevention of the arthralgia - myalgia syndrome associated with the total dose infusion of iron dextran : a double blind randomized trial .,"('syndrome', 'O')","('syndrome', 'I')","[[('syndrome', 'NOUN')]]"
"In 40 % of treated patients , an arthralgia - myalgia syndrome develops .","('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
"In 40 % of treated patients , an arthralgia - myalgia syndrome develops .","('myalgia', 'B')","('myalgia', 'I')","[[('myalgia', 'NOUN')]]"
"In 40 % of treated patients , an arthralgia - myalgia syndrome develops .","('syndrome', 'O')","('syndrome', 'I')","[[('syndrome', 'NOUN')]]"
These data demonstrate that administration of MP before and after TDI reduces the frequency and severity of the arthralgia - myalgia syndrome .,"('-', 'O')","('-', 'I')","[[('-', 'PUNCT')]]"
These data demonstrate that administration of MP before and after TDI reduces the frequency and severity of the arthralgia - myalgia syndrome .,"('myalgia', 'B')","('myalgia', 'I')","[[('myalgia', 'NOUN')]]"
These data demonstrate that administration of MP before and after TDI reduces the frequency and severity of the arthralgia - myalgia syndrome .,"('syndrome', 'O')","('syndrome', 'I')","[[('syndrome', 'NOUN')]]"
"RESULTS : The most common pathogens were Haemophilus influenzae , Streptococcus pneumoniae , Staphylococcus aureus , and Moraxella catarrhalis .","('catarrhalis', 'O')","('catarrhalis', 'I')","[[('catarrhalis', 'NOUN')]]"
Microbiologic eradication rates ( presumed plus documented ) of the most common pathogens ranged from 93 % ( M . catarrhalis ) to 100 % ( S . pneumoniae ) at the post - therapy visit .,"('M', 'O')","('M', 'B')","[[('M', 'NOUN')]]"
Microbiologic eradication rates ( presumed plus documented ) of the most common pathogens ranged from 93 % ( M . catarrhalis ) to 100 % ( S . pneumoniae ) at the post - therapy visit .,"('S', 'O')","('S', 'B')","[[('S', 'PROPN')]]"
F d ration Nationale des Centres de Lutte Contre le Cancer ( FNCLCC ) .,"('Cancer', 'O')","('Cancer', 'I')","[[('Cancer', 'NOUN')]]"
Women who had endometrial cancer and had received tamoxifen had more advanced disease and poorer prognosis than those with endometrial cancer who had not received this treatment .,"('advanced', 'B')","('advanced', 'O')","[[('advanced', 'ADJ')]]"
Women who had endometrial cancer and had received tamoxifen had more advanced disease and poorer prognosis than those with endometrial cancer who had not received this treatment .,"('disease', 'I')","('disease', 'O')","[[('disease', 'NOUN')]]"
"In cisapride - treated diarrhoea - predominant patients the mean contraction amplitude was higher ( 29 . 3 + / - 3 . 2 versus 24 . 9 + / - 2 . 6 mm Hg , cisapride versus placebo ( P < 0 . 001 ) ; pretreatment , 25 . 7 + / - 6 . 0 mm Hg ) , the mean contraction duration longer ( 3 . 4 + / - 0 . 2 versus 3 . 0 + / - 0 . 2 sec , cisapride versus placebo ( P < 0 . 001 ) ;","('predominant', 'O')","('predominant', 'I')","[[('predominant', 'ADJ')]]"
Prevention of breast cancer with tamoxifen : preliminary findings from the Italian randomised trial among hysterectomised women .,"('hysterectomised', 'O')","('hysterectomised', 'B')","[[('hysterectomised', 'VERB')]]"
Therefore we did a trial in hysterectomised women of tamoxifen as a chemopreventive .,"('hysterectomised', 'O')","('hysterectomised', 'B')","[[('hysterectomised', 'VERB')]]"
"METHODS : In October , 1992 , we started a double - blind placebo - controlled , randomised trial of tamoxifen in women ( mainly in Italy ) who did not have breast cancer and who had had a hysterectomy .","('hysterectomy', 'O')","('hysterectomy', 'B')","[[('hysterectomy', 'NOUN')]]"
"Although in the acute stage the renal lesions histologically appeared toxic , evidence suggestive of an immunological mechanism cannot be excluded .","('renal', 'B')","('renal', 'O')","[[('renal', 'NOUN')]]"
"Although in the acute stage the renal lesions histologically appeared toxic , evidence suggestive of an immunological mechanism cannot be excluded .","('lesions', 'I')","('lesions', 'O')","[[('lesions', 'NOUN')]]"
