Sentence,Gold,Pred
"No association was found between the presence of bilateral breast cancer or the number of breast cancers in a family and the detection of a BRCA1 mutation , or between the position of the mutation in the BRCA1 gene and the presence of ovarian cancer in a family .","(('No', 'O'), ('association', 'O'), ('was', 'O'), ('found', 'O'), ('between', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('bilateral', 'O'), ('breast', 'B'), ('cancer', 'I'), ('or', 'O'), ('the', 'O'), ('number', 'O'), ('of', 'O'), ('breast', 'B'), ('cancers', 'I'), ('in', 'O'), ('a', 'O'), ('family', 'O'), ('and', 'O'), ('the', 'O'), ('detection', 'O'), ('of', 'O'), ('a', 'O'), ('BRCA1', 'O'), ('mutation', 'O'), (',', 'O'), ('or', 'O'), ('between', 'O'), ('the', 'O'), ('position', 'O'), ('of', 'O'), ('the', 'O'), ('mutation', 'O'), ('in', 'O'), ('the', 'O'), ('BRCA1', 'O'), ('gene', 'O'), ('and', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('ovarian', 'B'), ('cancer', 'I'), ('in', 'O'), ('a', 'O'), ('family', 'O'), ('.', 'O'))","(('No', 'O'), ('association', 'O'), ('was', 'O'), ('found', 'O'), ('between', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('bilateral', 'O'), ('breast', 'I'), ('cancer', 'I'), ('or', 'O'), ('the', 'O'), ('number', 'O'), ('of', 'O'), ('breast', 'B'), ('cancers', 'I'), ('in', 'O'), ('a', 'O'), ('family', 'O'), ('and', 'O'), ('the', 'O'), ('detection', 'O'), ('of', 'O'), ('a', 'O'), ('BRCA1', 'O'), ('mutation', 'O'), (',', 'O'), ('or', 'O'), ('between', 'O'), ('the', 'O'), ('position', 'O'), ('of', 'O'), ('the', 'O'), ('mutation', 'O'), ('in', 'O'), ('the', 'O'), ('BRCA1', 'O'), ('gene', 'O'), ('and', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('ovarian', 'B'), ('cancer', 'I'), ('in', 'O'), ('a', 'O'), ('family', 'O'), ('.', 'O'))"
We hypothesize that the patient is heterozygous for a complete deficiency of C9 and for a gene directing hyposynthesis of a defective C9 .,"(('We', 'O'), ('hypothesize', 'O'), ('that', 'O'), ('the', 'O'), ('patient', 'O'), ('is', 'O'), ('heterozygous', 'O'), ('for', 'O'), ('a', 'O'), ('complete', 'B'), ('deficiency', 'I'), ('of', 'I'), ('C9', 'I'), ('and', 'O'), ('for', 'O'), ('a', 'O'), ('gene', 'O'), ('directing', 'O'), ('hyposynthesis', 'O'), ('of', 'O'), ('a', 'O'), ('defective', 'O'), ('C9', 'O'), ('.', 'O'))","(('We', 'O'), ('hypothesize', 'O'), ('that', 'O'), ('the', 'O'), ('patient', 'O'), ('is', 'O'), ('heterozygous', 'O'), ('for', 'O'), ('a', 'O'), ('complete', 'O'), ('deficiency', 'B'), ('of', 'I'), ('C9', 'I'), ('and', 'O'), ('for', 'O'), ('a', 'O'), ('gene', 'O'), ('directing', 'O'), ('hyposynthesis', 'O'), ('of', 'O'), ('a', 'O'), ('defective', 'O'), ('C9', 'O'), ('.', 'O'))"
DGGE detected 59 of the 60 classical galactosemia alleles .,"(('DGGE', 'O'), ('detected', 'O'), ('59', 'O'), ('of', 'O'), ('the', 'O'), ('60', 'O'), ('classical', 'O'), ('galactosemia', 'B'), ('alleles', 'O'), ('.', 'O'))","(('DGGE', 'O'), ('detected', 'O'), ('59', 'O'), ('of', 'O'), ('the', 'O'), ('60', 'O'), ('classical', 'B'), ('galactosemia', 'I'), ('alleles', 'O'), ('.', 'O'))"
"In the pediatric solid tumor alveolar rhabdomyosarcoma , a consistent t ( 2 ; 13 ) ( q35 ; q14 ) or variant t ( 1 ; 13 ) ( p36 ; q14 ) translocation generates PAX3 - FKHR or PAX7 - FKHR fusion proteins , respectively .","(('In', 'O'), ('the', 'O'), ('pediatric', 'O'), ('solid', 'B'), ('tumor', 'I'), ('alveolar', 'B'), ('rhabdomyosarcoma', 'I'), (',', 'O'), ('a', 'O'), ('consistent', 'O'), ('t', 'O'), ('(', 'O'), ('2', 'O'), (';', 'O'), ('13', 'O'), (')', 'O'), ('(', 'O'), ('q35', 'O'), (';', 'O'), ('q14', 'O'), (')', 'O'), ('or', 'O'), ('variant', 'O'), ('t', 'O'), ('(', 'O'), ('1', 'O'), (';', 'O'), ('13', 'O'), (')', 'O'), ('(', 'O'), ('p36', 'O'), (';', 'O'), ('q14', 'O'), (')', 'O'), ('translocation', 'O'), ('generates', 'O'), ('PAX3', 'O'), ('-', 'O'), ('FKHR', 'O'), ('or', 'O'), ('PAX7', 'O'), ('-', 'O'), ('FKHR', 'O'), ('fusion', 'O'), ('proteins', 'O'), (',', 'O'), ('respectively', 'O'), ('.', 'O'))","(('In', 'O'), ('the', 'O'), ('pediatric', 'B'), ('solid', 'B'), ('tumor', 'I'), ('alveolar', 'B'), ('rhabdomyosarcoma', 'I'), (',', 'O'), ('a', 'O'), ('consistent', 'O'), ('t', 'O'), ('(', 'O'), ('2', 'O'), (';', 'O'), ('13', 'O'), (')', 'O'), ('(', 'O'), ('q35', 'O'), (';', 'O'), ('q14', 'O'), (')', 'O'), ('or', 'O'), ('variant', 'O'), ('t', 'O'), ('(', 'O'), ('1', 'O'), (';', 'O'), ('13', 'O'), (')', 'O'), ('(', 'O'), ('p36', 'O'), (';', 'O'), ('q14', 'O'), (')', 'O'), ('translocation', 'O'), ('generates', 'O'), ('PAX3', 'O'), ('-', 'O'), ('FKHR', 'O'), ('or', 'O'), ('PAX7', 'O'), ('-', 'O'), ('FKHR', 'O'), ('fusion', 'O'), ('proteins', 'O'), (',', 'O'), ('respectively', 'O'), ('.', 'O'))"
"atm and p53 cooperate in apoptosis and suppression of tumorigenesis , but not in resistance to acute radiation toxicity .","(('atm', 'O'), ('and', 'O'), ('p53', 'O'), ('cooperate', 'O'), ('in', 'O'), ('apoptosis', 'O'), ('and', 'O'), ('suppression', 'O'), ('of', 'O'), ('tumorigenesis', 'O'), (',', 'O'), ('but', 'O'), ('not', 'O'), ('in', 'O'), ('resistance', 'O'), ('to', 'O'), ('acute', 'B'), ('radiation', 'I'), ('toxicity', 'I'), ('.', 'O'))","(('atm', 'O'), ('and', 'O'), ('p53', 'O'), ('cooperate', 'O'), ('in', 'O'), ('apoptosis', 'O'), ('and', 'O'), ('suppression', 'O'), ('of', 'O'), ('tumorigenesis', 'O'), (',', 'O'), ('but', 'O'), ('not', 'O'), ('in', 'O'), ('resistance', 'O'), ('to', 'O'), ('acute', 'O'), ('radiation', 'O'), ('toxicity', 'O'), ('.', 'O'))"
"Mutations in atm and p53 cause the human cancer - associated diseases ataxia - telangiectasia and Li - Fraumeni syndrome , respectively .","(('Mutations', 'O'), ('in', 'O'), ('atm', 'O'), ('and', 'O'), ('p53', 'O'), ('cause', 'O'), ('the', 'O'), ('human', 'O'), ('cancer', 'B'), ('-', 'I'), ('associated', 'I'), ('diseases', 'I'), ('ataxia', 'B'), ('-', 'I'), ('telangiectasia', 'I'), ('and', 'O'), ('Li', 'B'), ('-', 'I'), ('Fraumeni', 'I'), ('syndrome', 'I'), (',', 'O'), ('respectively', 'O'), ('.', 'O'))","(('Mutations', 'O'), ('in', 'O'), ('atm', 'O'), ('and', 'O'), ('p53', 'O'), ('cause', 'O'), ('the', 'O'), ('human', 'O'), ('cancer', 'B'), ('-', 'O'), ('associated', 'O'), ('diseases', 'I'), ('ataxia', 'B'), ('-', 'I'), ('telangiectasia', 'I'), ('and', 'O'), ('Li', 'B'), ('-', 'I'), ('Fraumeni', 'I'), ('syndrome', 'I'), (',', 'O'), ('respectively', 'O'), ('.', 'O'))"
"Finally - and in contrast to prior predictions - atm and p53 do not appear to interact in acute radiation toxicity , suggesting a separate atm effector pathway for this DNA damage response and having implications for the prognosis and treatment of human tumours . .","(('Finally', 'O'), ('-', 'O'), ('and', 'O'), ('in', 'O'), ('contrast', 'O'), ('to', 'O'), ('prior', 'O'), ('predictions', 'O'), ('-', 'O'), ('atm', 'O'), ('and', 'O'), ('p53', 'O'), ('do', 'O'), ('not', 'O'), ('appear', 'O'), ('to', 'O'), ('interact', 'O'), ('in', 'O'), ('acute', 'B'), ('radiation', 'I'), ('toxicity', 'I'), (',', 'O'), ('suggesting', 'O'), ('a', 'O'), ('separate', 'O'), ('atm', 'O'), ('effector', 'O'), ('pathway', 'O'), ('for', 'O'), ('this', 'O'), ('DNA', 'O'), ('damage', 'O'), ('response', 'O'), ('and', 'O'), ('having', 'O'), ('implications', 'O'), ('for', 'O'), ('the', 'O'), ('prognosis', 'O'), ('and', 'O'), ('treatment', 'O'), ('of', 'O'), ('human', 'O'), ('tumours', 'B'), ('.', 'O'), ('.', 'O'))","(('Finally', 'O'), ('-', 'O'), ('and', 'O'), ('in', 'O'), ('contrast', 'O'), ('to', 'O'), ('prior', 'O'), ('predictions', 'O'), ('-', 'O'), ('atm', 'O'), ('and', 'O'), ('p53', 'O'), ('do', 'O'), ('not', 'O'), ('appear', 'O'), ('to', 'O'), ('interact', 'O'), ('in', 'O'), ('acute', 'O'), ('radiation', 'O'), ('toxicity', 'O'), (',', 'O'), ('suggesting', 'O'), ('a', 'O'), ('separate', 'O'), ('atm', 'O'), ('effector', 'O'), ('pathway', 'O'), ('for', 'O'), ('this', 'O'), ('DNA', 'O'), ('damage', 'O'), ('response', 'O'), ('and', 'O'), ('having', 'O'), ('implications', 'O'), ('for', 'O'), ('the', 'O'), ('prognosis', 'O'), ('and', 'O'), ('treatment', 'O'), ('of', 'O'), ('human', 'O'), ('tumours', 'B'), ('.', 'O'), ('.', 'O'))"
"Although the DM mutation was identified more than five years ago , the pathogenic mechanisms underlying this most prevalent form of hereditary adult neuromuscular disease remain elusive .","(('Although', 'O'), ('the', 'O'), ('DM', 'B'), ('mutation', 'O'), ('was', 'O'), ('identified', 'O'), ('more', 'O'), ('than', 'O'), ('five', 'O'), ('years', 'O'), ('ago', 'O'), (',', 'O'), ('the', 'O'), ('pathogenic', 'O'), ('mechanisms', 'O'), ('underlying', 'O'), ('this', 'O'), ('most', 'O'), ('prevalent', 'O'), ('form', 'O'), ('of', 'O'), ('hereditary', 'O'), ('adult', 'O'), ('neuromuscular', 'B'), ('disease', 'I'), ('remain', 'O'), ('elusive', 'O'), ('.', 'O'))","(('Although', 'O'), ('the', 'O'), ('DM', 'B'), ('mutation', 'O'), ('was', 'O'), ('identified', 'O'), ('more', 'O'), ('than', 'O'), ('five', 'O'), ('years', 'O'), ('ago', 'O'), (',', 'O'), ('the', 'O'), ('pathogenic', 'O'), ('mechanisms', 'O'), ('underlying', 'O'), ('this', 'O'), ('most', 'O'), ('prevalent', 'O'), ('form', 'O'), ('of', 'O'), ('hereditary', 'B'), ('adult', 'I'), ('neuromuscular', 'I'), ('disease', 'I'), ('remain', 'O'), ('elusive', 'O'), ('.', 'O'))"
"We found that DNA methylation within RB1 exons 8 , 14 , 25 , and 27 appeared to be restricted to CpGs , including six CGA codons .","(('We', 'O'), ('found', 'O'), ('that', 'O'), ('DNA', 'O'), ('methylation', 'O'), ('within', 'O'), ('RB1', 'O'), ('exons', 'O'), ('8', 'O'), (',', 'O'), ('14', 'O'), (',', 'O'), ('25', 'O'), (',', 'O'), ('and', 'O'), ('27', 'O'), ('appeared', 'O'), ('to', 'O'), ('be', 'O'), ('restricted', 'O'), ('to', 'O'), ('CpGs', 'O'), (',', 'O'), ('including', 'O'), ('six', 'O'), ('CGA', 'O'), ('codons', 'O'), ('.', 'O'))","(('We', 'O'), ('found', 'O'), ('that', 'O'), ('DNA', 'O'), ('methylation', 'O'), ('within', 'O'), ('RB1', 'O'), ('exons', 'O'), ('8', 'O'), (',', 'O'), ('14', 'O'), (',', 'O'), ('25', 'O'), (',', 'O'), ('and', 'O'), ('27', 'O'), ('appeared', 'O'), ('to', 'O'), ('be', 'O'), ('restricted', 'O'), ('to', 'O'), ('CpGs', 'B'), (',', 'O'), ('including', 'O'), ('six', 'O'), ('CGA', 'O'), ('codons', 'O'), ('.', 'O'))"
We have therefore assessed the effect of the VHL gene product on VEGF expression .,"(('We', 'O'), ('have', 'O'), ('therefore', 'O'), ('assessed', 'O'), ('the', 'O'), ('effect', 'O'), ('of', 'O'), ('the', 'O'), ('VHL', 'O'), ('gene', 'O'), ('product', 'O'), ('on', 'O'), ('VEGF', 'O'), ('expression', 'O'), ('.', 'O'))","(('We', 'O'), ('have', 'O'), ('therefore', 'O'), ('assessed', 'O'), ('the', 'O'), ('effect', 'O'), ('of', 'O'), ('the', 'O'), ('VHL', 'B'), ('gene', 'O'), ('product', 'O'), ('on', 'O'), ('VEGF', 'O'), ('expression', 'O'), ('.', 'O'))"
"VEGF promoter - luciferase constructs were transiently cotransfected with a wild - type VHL ( wt - VHL ) vector in several cell lines , including 293 embryonic kidney and RCC cell lines .","(('VEGF', 'O'), ('promoter', 'O'), ('-', 'O'), ('luciferase', 'O'), ('constructs', 'O'), ('were', 'O'), ('transiently', 'O'), ('cotransfected', 'O'), ('with', 'O'), ('a', 'O'), ('wild', 'O'), ('-', 'O'), ('type', 'O'), ('VHL', 'O'), ('(', 'O'), ('wt', 'O'), ('-', 'O'), ('VHL', 'O'), (')', 'O'), ('vector', 'O'), ('in', 'O'), ('several', 'O'), ('cell', 'O'), ('lines', 'O'), (',', 'O'), ('including', 'O'), ('293', 'O'), ('embryonic', 'O'), ('kidney', 'O'), ('and', 'O'), ('RCC', 'B'), ('cell', 'O'), ('lines', 'O'), ('.', 'O'))","(('VEGF', 'O'), ('promoter', 'O'), ('-', 'O'), ('luciferase', 'O'), ('constructs', 'O'), ('were', 'O'), ('transiently', 'O'), ('cotransfected', 'O'), ('with', 'O'), ('a', 'O'), ('wild', 'O'), ('-', 'O'), ('type', 'O'), ('VHL', 'O'), ('(', 'O'), ('wt', 'O'), ('-', 'O'), ('VHL', 'O'), (')', 'O'), ('vector', 'O'), ('in', 'O'), ('several', 'O'), ('cell', 'O'), ('lines', 'O'), (',', 'O'), ('including', 'O'), ('293', 'O'), ('embryonic', 'O'), ('kidney', 'O'), ('and', 'O'), ('RCC', 'O'), ('cell', 'O'), ('lines', 'O'), ('.', 'O'))"
wt - VHL protein inhibited VEGF promoter activity in a dose - dependent manner up to 5 - to 10 - fold .,"(('wt', 'O'), ('-', 'O'), ('VHL', 'O'), ('protein', 'O'), ('inhibited', 'O'), ('VEGF', 'O'), ('promoter', 'O'), ('activity', 'O'), ('in', 'O'), ('a', 'O'), ('dose', 'O'), ('-', 'O'), ('dependent', 'O'), ('manner', 'O'), ('up', 'O'), ('to', 'O'), ('5', 'O'), ('-', 'O'), ('to', 'O'), ('10', 'O'), ('-', 'O'), ('fold', 'O'), ('.', 'O'))","(('wt', 'O'), ('-', 'O'), ('VHL', 'B'), ('protein', 'O'), ('inhibited', 'O'), ('VEGF', 'O'), ('promoter', 'O'), ('activity', 'O'), ('in', 'O'), ('a', 'O'), ('dose', 'O'), ('-', 'O'), ('dependent', 'O'), ('manner', 'O'), ('up', 'O'), ('to', 'O'), ('5', 'O'), ('-', 'O'), ('to', 'O'), ('10', 'O'), ('-', 'O'), ('fold', 'O'), ('.', 'O'))"
Deletion analysis defined a 144 - bp region of the VEGF promoter necessary for VHL repression .,"(('Deletion', 'O'), ('analysis', 'O'), ('defined', 'O'), ('a', 'O'), ('144', 'O'), ('-', 'O'), ('bp', 'O'), ('region', 'O'), ('of', 'O'), ('the', 'O'), ('VEGF', 'O'), ('promoter', 'O'), ('necessary', 'O'), ('for', 'O'), ('VHL', 'O'), ('repression', 'O'), ('.', 'O'))","(('Deletion', 'O'), ('analysis', 'O'), ('defined', 'O'), ('a', 'O'), ('144', 'O'), ('-', 'O'), ('bp', 'O'), ('region', 'O'), ('of', 'O'), ('the', 'O'), ('VEGF', 'O'), ('promoter', 'O'), ('necessary', 'O'), ('for', 'O'), ('VHL', 'B'), ('repression', 'O'), ('.', 'O'))"
This VHL - responsive element is GC rich and specifically binds the transcription factor Sp1 in crude nuclear extracts .,"(('This', 'O'), ('VHL', 'O'), ('-', 'O'), ('responsive', 'O'), ('element', 'O'), ('is', 'O'), ('GC', 'O'), ('rich', 'O'), ('and', 'O'), ('specifically', 'O'), ('binds', 'O'), ('the', 'O'), ('transcription', 'O'), ('factor', 'O'), ('Sp1', 'O'), ('in', 'O'), ('crude', 'O'), ('nuclear', 'O'), ('extracts', 'O'), ('.', 'O'))","(('This', 'O'), ('VHL', 'B'), ('-', 'O'), ('responsive', 'O'), ('element', 'O'), ('is', 'O'), ('GC', 'O'), ('rich', 'O'), ('and', 'O'), ('specifically', 'O'), ('binds', 'O'), ('the', 'O'), ('transcription', 'O'), ('factor', 'O'), ('Sp1', 'O'), ('in', 'O'), ('crude', 'O'), ('nuclear', 'O'), ('extracts', 'O'), ('.', 'O'))"
"Furthermore , endogenous VEGF mRNA levels were suppressed in permanent RCC cell lines expressing wt - VHL , and nuclear run - on studies indicated that VHL regulation of VEGF occurs at least partly at the transcriptional level .","(('Furthermore', 'O'), (',', 'O'), ('endogenous', 'O'), ('VEGF', 'O'), ('mRNA', 'O'), ('levels', 'O'), ('were', 'O'), ('suppressed', 'O'), ('in', 'O'), ('permanent', 'O'), ('RCC', 'B'), ('cell', 'O'), ('lines', 'O'), ('expressing', 'O'), ('wt', 'O'), ('-', 'O'), ('VHL', 'O'), (',', 'O'), ('and', 'O'), ('nuclear', 'O'), ('run', 'O'), ('-', 'O'), ('on', 'O'), ('studies', 'O'), ('indicated', 'O'), ('that', 'O'), ('VHL', 'O'), ('regulation', 'O'), ('of', 'O'), ('VEGF', 'O'), ('occurs', 'O'), ('at', 'O'), ('least', 'O'), ('partly', 'O'), ('at', 'O'), ('the', 'O'), ('transcriptional', 'O'), ('level', 'O'), ('.', 'O'))","(('Furthermore', 'O'), (',', 'O'), ('endogenous', 'O'), ('VEGF', 'O'), ('mRNA', 'O'), ('levels', 'O'), ('were', 'O'), ('suppressed', 'O'), ('in', 'O'), ('permanent', 'O'), ('RCC', 'O'), ('cell', 'O'), ('lines', 'O'), ('expressing', 'O'), ('wt', 'O'), ('-', 'O'), ('VHL', 'O'), (',', 'O'), ('and', 'O'), ('nuclear', 'O'), ('run', 'O'), ('-', 'O'), ('on', 'O'), ('studies', 'O'), ('indicated', 'O'), ('that', 'O'), ('VHL', 'B'), ('regulation', 'O'), ('of', 'O'), ('VEGF', 'O'), ('occurs', 'O'), ('at', 'O'), ('least', 'O'), ('partly', 'O'), ('at', 'O'), ('the', 'O'), ('transcriptional', 'O'), ('level', 'O'), ('.', 'O'))"
